Local Case Number,Crash Date/Time,Road Name,Related Non-Motorist,Weather,Surface Condition,Light,Driver Substance Abuse,Pedestrian Type,Pedestrian Movement,Pedestrian Actions,Pedestrian Location,At Fault,Injury Severity,Safety Equipment,Latitude,Longitude,Year,Month,Hour
260016393,04/15/2026 12:20:00 PM,NA,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter Not at Intersection,"Dart/Dash, Failure to Yield Right-Of-Way",Travel Lane Other Location,Yes,Possible Minor Injury,Unknown,39.0272165,-77.14750133,2026,4,12
260016084,04/15/2026 12:07:00 PM,CHAPMAN AVE,Cyclist (non-electric),Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Cyclist (non-electric),Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),None (No Improper Action),OnStreet Bike Lanes,No,Possible Minor Injury,Helmet,39.06101446,-77.12091312,2026,4,12
260016070,04/15/2026 10:01:00 AM,HEWITT AVE,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter Not at Intersection,Unknown,Travel Lane Other Location,Yes,No Apparent Injury,None,39.07894591,-77.06867873,2026,4,10
260015932,04/14/2026 09:30:00 AM,NA,Pedestrian,Clear,NA,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Other,None (No Improper Action),Driveway Access,No,Possible Minor Injury,None,39.12718902,-77.16537526,2026,4,9
260016001,04/14/2026 08:15:00 AM,GEORGIA AVE (SB/L),Scooter (electric),Clear,Dry,Daylight,"Unknown, Unknown",Scooter (electric),Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,No Apparent Injury,Unknown,39.01556976,-77.04270213,2026,4,8
260015806,04/13/2026 03:06:00 PM,CASHELL RD,Scooter (electric),Cloudy,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Scooter (electric),None,"Inattentive (Talking, Eating, etc.)",Travel Lane Other Location,Yes,Suspected Serious Injury,None,39.1414435,-77.09188567,2026,4,15
260015581,04/11/2026 08:11:00 PM,NA,Cyclist (non-electric),Clear,NA,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Cyclist (non-electric),Cross/Enter at Intersection,"Failure to Obey Traffic Signs, Signals, or Officer",Driveway Access,Yes,Possible Minor Injury,Reflectors,39.12505611,-77.2360747,2026,4,20
260015555,04/11/2026 03:46:00 PM,NA,Pedestrian,Clear,NA,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Other,"In Roadway Improperly (Standing, Lying, Working, Playing)",Other,Yes,Possible Minor Injury,None,39.1198773,-77.26635668,2026,4,15
260015847,04/11/2026 10:30:00 AM,NA,Pedestrian,Clear,NA,Daylight,"Unknown, Unknown",Pedestrian,Other,None (No Improper Action),Other,No,Suspected Serious Injury,None,39.05681484,-77.11508985,2026,4,10
260015476,04/10/2026 10:50:00 PM,PARKLAND DR,Pedestrian,Clear,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Other,None (No Improper Action),Midblock Marked Crosswalk,No,Possible Minor Injury,None,39.07260162,-77.08724303,2026,4,22
260015473,04/10/2026 08:25:00 PM,NA,Pedestrian,Clear,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Standing,None (No Improper Action),Other,No,Possible Minor Injury,None,39.09941546,-77.05228275,2026,4,20
260015428,04/10/2026 06:50:00 PM,DENNIS AVE,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter Not at Intersection,Other,Unknown,Yes,No Apparent Injury,None,39.02585067,-77.03342883,2026,4,18
260015325,04/10/2026 10:45:00 AM,NA,Cyclist (Electric),Clear,NA,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Cyclist (Electric),Walking/Cycling on Sidewalk,Wrong-Way Riding or Walking,Sidewalk,Yes,Possible Minor Injury,None,39.06605141,-77.02134826,2026,4,10
260015263,04/09/2026 07:00:00 PM,MORNINGWOOD DR,Pedestrian,Clear,Dry,Medium,"Unknown, Unknown",Pedestrian,Walking/Cycling on Sidewalk,None (No Improper Action),Shoulder/Roadside,No,Possible Minor Injury,None,39.15274609,-77.07072534,2026,4,19
260015142,04/09/2026 07:50:00 AM,NA,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter Not at Intersection,Failure to Yield Right-Of-Way,Midblock Marked Crosswalk,No,No Apparent Injury,None,38.9750674,-77.0109611,2026,4,7
260014972,04/08/2026 08:45:00 AM,SANDY SPRING RD,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,Dart/Dash,Intersection Other,No,Possible Minor Injury,None,39.10778987,-76.92167285,2026,4,8
260014895,04/07/2026 04:50:00 PM,CORDELL AVE,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,Unknown,Intersection Marked Crosswalk,No,Possible Minor Injury,None,38.99077371,-77.09671652,2026,4,16
260014800,04/07/2026 07:31:00 AM,MARINELLI RD,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.0465325,-77.114345,2026,4,7
260014742,04/06/2026 06:16:00 PM,LEISTER DR,Cyclist (non-electric),Clear,Dry,Daylight,"Unknown, Unknown",Cyclist (non-electric),Cross/Enter at Intersection,Unknown,Intersection Other,No,Suspected Serious Injury,None,39.06577993,-76.98295145,2026,4,18
260014735,04/06/2026 06:45:00 AM,NA,Pedestrian,Clear,NA,Medium,"Unknown, Unknown",Pedestrian,Other,"Inattentive (Talking, Eating, etc.)",Other,No,Possible Minor Injury,None,39.02841431,-77.07655231,2026,4,6
260014577,04/05/2026 04:08:00 PM,E RANDOLPH RD (WB/L),"Other Pedestrian (person in a building, skater, personal conveyance, etc.)",Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use, Not Suspect of Alcohol Use, Not Suspect of Drug Use","Other Pedestrian (person in a building, skater, personal conveyance, etc.)",None,None (No Improper Action),Other,No,No Apparent Injury,None,39.06774121,-76.98572159,2026,4,16
260014557,04/05/2026 02:58:00 PM,NA,Pedestrian,Cloudy,NA,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Walking/Cycling on Sidewalk,None (No Improper Action),NonTrafficway Area,No,Possible Minor Injury,None,39.05187329,-77.11670789,2026,4,14
260014560,04/05/2026 02:52:00 PM,NA,Pedestrian,Clear,NA,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,"In Roadway Improperly (Standing, Lying, Working, Playing)",Intersection Unmarked Crosswalk,No,Possible Minor Injury,None,39.02381971,-77.14829145,2026,4,14
260014462,04/04/2026 07:56:00 PM,HEWITT AVE,Cyclist (non-electric),Clear,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Cyclist (non-electric),Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.07742931,-77.07091768,2026,4,19
260014370,04/04/2026 07:54:00 AM,ARBUTUS AVE,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Unmarked Crosswalk,No,Possible Minor Injury,None,39.067038,-77.10035817,2026,4,7
260014289,04/03/2026 04:47:00 PM,NA,Cyclist (non-electric),Clear,NA,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Cyclist (non-electric),Walking/Cycling on Sidewalk,None (No Improper Action),Driveway Access,No,Possible Minor Injury,None,39.07536813,-77.1372077,2026,4,16
260014298,04/03/2026 04:20:00 PM,NA,Pedestrian,Clear,NA,Daylight,"Unknown, Unknown",Pedestrian,Standing,Unknown,Other,No,Possible Minor Injury,None,39.12617758,-77.20345887,2026,4,16
260014028,04/01/2026 04:15:00 PM,NEBEL ST,Cyclist (non-electric),Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Cyclist (non-electric),Walking/Cycling on Sidewalk,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.05331168,-77.11098894,2026,4,16
260013906,03/31/2026 09:21:00 PM,FREDERICK RD,Pedestrian,Clear,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),"Failure to Obey Traffic Signs, Signals, or Officer, In Roadway Improperly (Standing, Lying, Working, Playing)",Travel Lane Other Location,Yes,Possible Minor Injury,None,39.12623174,-77.18298998,2026,3,21
260013900,03/31/2026 08:32:00 PM,NA,Cyclist (Electric),Clear,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Cyclist (Electric),Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),"Not Visible (Dark Clothing, No Lighting, etc.)",Intersection Other,No,Suspected Serious Injury,Helmet,38.980892,-77.09844067,2026,3,20
260013828,03/31/2026 03:00:00 PM,E DIAMOND AVE,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter Not at Intersection,Failure to Yield Right-Of-Way,Travel Lane Other Location,No,Possible Minor Injury,None,39.14212421,-77.1928681,2026,3,15
260013791,03/31/2026 12:14:00 PM,RIVERWOOD DR,Cyclist (Electric),Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Cyclist (Electric),Walking/Cycling on Sidewalk,Unknown,Intersection Marked Crosswalk,No,Possible Minor Injury,Helmet,39.0292834,-77.22432319,2026,3,12
260013749,03/31/2026 09:24:00 AM,GERMANTOWN RD,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.16263023,-77.28292307,2026,3,9
260013749,03/31/2026 09:24:00 AM,GERMANTOWN RD,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.16263023,-77.28292307,2026,3,9
260013736,03/31/2026 07:30:00 AM,WASHINGTONIAN BLVD,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.12172867,-77.204284,2026,3,7
260013680,03/30/2026 05:31:00 PM,REEDIE DR,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,"Failure to Obey Traffic Signs, Signals, or Officer",Intersection Marked Crosswalk,Yes,Possible Minor Injury,None,39.03863377,-77.05106636,2026,3,17
260013649,03/30/2026 04:00:00 PM,APPLEDOWRE WAY,Cyclist (non-electric),Clear,Dry,Daylight,"Unknown, Unknown",Cyclist (non-electric),Cross/Enter at Intersection,Unknown,Unknown,No,Possible Minor Injury,None,39.1859478,-77.23782782,2026,3,16
260013516,03/29/2026 04:42:00 PM,NA,Pedestrian,Clear,NA,Daylight,"Unknown, Unknown",Pedestrian,Other,None (No Improper Action),Driveway Access,No,Suspected Serious Injury,None,39.10235822,-76.95579664,2026,3,16
260013247,03/27/2026 04:45:00 PM,NA,Cyclist (non-electric),Cloudy,NA,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Cyclist (non-electric),Cross/Enter at Intersection,Dart/Dash,Intersection Unmarked Crosswalk,No,No Apparent Injury,Unknown,38.99724209,-77.04192326,2026,3,16
260013226,03/27/2026 03:30:00 PM,WATKINS MILL RD,Pedestrian,Cloudy,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Other Working,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,"Reflective Wear (backpack, triangles, etc.)",39.17249341,-77.20839038,2026,3,15
260013203,03/27/2026 01:15:00 PM,RIPLEY ST,Scooter (electric),Cloudy,Wet,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Scooter (electric),Cross/Enter Not at Intersection,Failure to Yield Right-Of-Way,Shoulder/Roadside,Yes,Possible Minor Injury,None,38.99247549,-77.02895968,2026,3,13
260013092,03/26/2026 05:20:00 PM,NA,Cyclist (non-electric),Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Cyclist (non-electric),Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),None (No Improper Action),Intersection Other,No,Possible Minor Injury,Helmet,39.01328517,-77.05828067,2026,3,17
260013090,03/26/2026 05:10:00 PM,HAMPDEN LA,Wheelchair (electric),Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Wheelchair (electric),Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,38.98305188,-77.09366284,2026,3,17
260013066,03/26/2026 02:33:00 PM,NA,Pedestrian,Clear,NA,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,None,None (No Improper Action),Intersection Unmarked Crosswalk,No,Possible Minor Injury,None,39.03922998,-77.05483501,2026,3,14
260012975,03/25/2026 08:01:00 PM,NICHOLSON LA,Pedestrian,Clear,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter Not at Intersection,Dart/Dash,Travel Lane Other Location,No,Suspected Serious Injury,None,39.04867905,-77.10184766,2026,3,20
260012936,03/25/2026 04:33:00 PM,NA,Cyclist (Electric),Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Cyclist (Electric),Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),Improper Turn/Merge),Travel Lane Other Location,No,Suspected Serious Injury,"Helmet, Reflectors",38.9960585,-77.12780583,2026,3,16
260012926,03/25/2026 04:02:00 PM,NA,Pedestrian,Clear,NA,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter Not at Intersection,None (No Improper Action),Shared Use Path or Trail,No,Possible Minor Injury,None,39.18159712,-77.2709751,2026,3,16
260012890,03/25/2026 12:23:00 PM,GEORGIA AVE,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use, Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Standing,None (No Improper Action),Sidewalk,No,Suspected Serious Injury,None,38.99247468,-77.02657327,2026,3,12
260012890,03/25/2026 12:23:00 PM,GEORGIA AVE,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use, Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Standing,None (No Improper Action),Sidewalk,No,Suspected Serious Injury,None,38.99247468,-77.02657327,2026,3,12
260012810,03/24/2026 07:00:00 PM,N VAN BUREN ST,Pedestrian,Clear,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.08495227,-77.15654274,2026,3,19
260012641,03/24/2026 07:40:00 AM,BLUERIDGE AVE,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,None,"Failure to Obey Traffic Signs, Signals, or Officer",Shoulder/Roadside,Yes,Possible Minor Injury,None,39.046758,-77.05968917,2026,3,7
260012599,03/23/2026 05:39:00 PM,FAIRMONT AVE,Pedestrian,Clear,Dry,Daylight,"Unknown, Unknown",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,38.98710065,-77.09794768,2026,3,17
260012513,03/22/2026 07:30:00 PM,STEWART LA,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.04620981,-76.98654308,2026,3,19
260012409,03/22/2026 03:20:00 PM,EAST WEST HWY,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,"In Roadway Improperly (Standing, Lying, Working, Playing)",Intersection Unmarked Crosswalk,Yes,Possible Minor Injury,None,38.98836958,-77.07512878,2026,3,15
260012769,03/22/2026 03:20:00 PM,NA,Pedestrian,Clear,NA,Daylight,"Unknown, Unknown",Pedestrian,Standing,None (No Improper Action),Other,No,Possible Minor Injury,None,39.09113042,-77.04704534,2026,3,15
260012218,03/20/2026 08:01:00 PM,NA,Pedestrian,Rain,NA,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.1990915,-77.24783967,2026,3,20
260012218,03/20/2026 08:01:00 PM,NA,Pedestrian,Rain,NA,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,No Apparent Injury,None,39.1990915,-77.24783967,2026,3,20
260012176,03/20/2026 03:53:00 PM,FATHER HURLEY BLVD,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.19198337,-77.27216959,2026,3,15
260012119,03/20/2026 09:43:00 AM,ORCHARD AVE,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,None,None (No Improper Action),Travel Lane Other Location,No,Possible Minor Injury,None,38.96926295,-77.00247821,2026,3,9
260011946,03/19/2026 10:10:00 AM,NA,Pedestrian,Cloudy,NA,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Suspected Serious Injury,None,39.15179273,-77.06734204,2026,3,10
260011936,03/19/2026 09:19:00 AM,NA,Pedestrian,Clear,NA,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Other,None (No Improper Action),Other,No,Possible Minor Injury,None,39.17920958,-77.26097442,2026,3,9
260011970,03/19/2026 09:00:00 AM,NA,Pedestrian,Clear,Dry,Daylight,"Unknown, Unknown",Pedestrian,Getting Off/On Vehicle,Unknown,Shoulder/Roadside,No,Possible Minor Injury,None,39.08269353,-76.94336541,2026,3,9
260011903,03/18/2026 10:08:00 PM,METRO ENT,Pedestrian,Clear,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.11738006,-77.16892591,2026,3,22
260011841,03/18/2026 04:21:00 PM,NA,Pedestrian,Clear,NA,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),"In Roadway Improperly (Standing, Lying, Working, Playing)",Intersection Other,No,Possible Minor Injury,None,39.05472117,-76.9561315,2026,3,16
260011827,03/18/2026 03:57:00 PM,NA,Pedestrian,Clear,NA,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter Not at Intersection,Unknown,Intersection Unmarked Crosswalk,Yes,Possible Minor Injury,None,39.08002656,-77.07902245,2026,3,15
260011761,03/18/2026 01:00:00 PM,CHOKE CHERRY RD,Cyclist (Electric),Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Cyclist (Electric),Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,Helmet,39.11396464,-77.18479989,2026,3,13
260011658,03/17/2026 06:00:00 PM,COLESVILLE RD,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,38.99767357,-77.02704862,2026,3,18
260011547,03/17/2026 07:02:00 AM,CONNECTICUT AVE (SB/L),Pedestrian,Clear,Dry,Medium,"Unknown, Unknown",Pedestrian,Other,None (No Improper Action),Median/Crossing Island,No,Possible Minor Injury,None,39.09011905,-77.07140175,2026,3,7
260011545,03/17/2026 06:06:00 AM,NA,Pedestrian,Clear,NA,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,None,"Not Visible (Dark Clothing, No Lighting, etc.)",NonTrafficway Area,No,Possible Minor Injury,None,39.03528715,-76.97804421,2026,3,6
260011493,03/16/2026 10:00:00 AM,DEAN RD,Cyclist (non-electric),Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Cyclist (non-electric),Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),None (No Improper Action),Shoulder/Roadside,No,Possible Minor Injury,Unknown,39.06901326,-77.07544367,2026,3,10
260011232,03/14/2026 06:30:00 PM,MONTGOMERY VILLAGE AVE (SB/L),Cyclist (Electric),Clear,Dry,Medium,"Unknown, Unknown",Cyclist (Electric),Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.17087197,-77.20405393,2026,3,18
260011179,03/14/2026 10:35:00 AM,MATTHEW HENSON TRL,Cyclist (Electric),Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Cyclist (Electric),Cross/Enter Not at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,Helmet,39.08425294,-77.04149687,2026,3,10
260010985,03/12/2026 09:17:00 PM,GEORGIA AVE,Pedestrian,Clear,Wet,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use, Not Suspect of Alcohol Use, Not Suspect of Drug Use, Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Other,"Disabled Vehicle-Related (Working on, Pushing, Leaving/Approaching)",Travel Lane Other Location,No,Suspected Serious Injury,None,39.11534443,-77.0751558,2026,3,21
260010985,03/12/2026 09:17:00 PM,GEORGIA AVE,Pedestrian,Clear,Wet,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use, Not Suspect of Alcohol Use, Not Suspect of Drug Use, Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Other,"Disabled Vehicle-Related (Working on, Pushing, Leaving/Approaching)",Travel Lane Other Location,No,Suspected Serious Injury,None,39.11534443,-77.0751558,2026,3,21
260010857,03/12/2026 07:03:00 AM,LONGMEAD CROSSING DR,Pedestrian,Rain,Wet,Dark,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Other,"In Roadway Improperly (Standing, Lying, Working, Playing), Not Visible (Dark Clothing, No Lighting, etc.)",Intersection Other,Yes,Possible Minor Injury,None,39.10381768,-77.05428402,2026,3,7
260010774,03/11/2026 03:03:00 PM,DIAMONDBACK DR (SB/L),Cyclist (Electric),Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Cyclist (Electric),Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,Helmet,39.1052565,-77.201615,2026,3,15
260010754,03/11/2026 01:00:00 PM,NA,Pedestrian,Clear,NA,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Standing,None (No Improper Action),Intersection Unmarked Crosswalk,No,Possible Minor Injury,None,39.03174456,-77.00393093,2026,3,13
260010646,03/10/2026 05:04:00 PM,NA,Pedestrian,Clear,NA,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,"Dart/Dash, Failure to Yield Right-Of-Way, In Roadway Improperly (Standing, Lying, Working, Playing)",Intersection Other,Yes,Possible Minor Injury,None,38.99229483,-77.03228817,2026,3,17
260010633,03/10/2026 03:55:00 PM,NA,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter Not at Intersection,Dart/Dash,Intersection Unmarked Crosswalk,Yes,Possible Minor Injury,None,38.97911535,-77.09875904,2026,3,15
260010348,03/09/2026 08:16:00 AM,WISCONSIN AVE (SB/L),Pedestrian,Clear,Dry,Daylight,"Unknown, Unknown",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,38.99279234,-77.09610789,2026,3,8
260010315,03/08/2026 08:10:00 PM,NA,Pedestrian,Clear,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Midblock Marked Crosswalk,No,Possible Minor Injury,None,39.08507931,-77.14924858,2026,3,20
260010293,03/08/2026 06:40:00 PM,GIRARD ST,Cyclist (Electric),Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Cyclist (Electric),Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.144528,-77.18374692,2026,3,18
260010293,03/08/2026 06:40:00 PM,GIRARD ST,Cyclist (Electric),Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Cyclist (Electric),Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.144528,-77.18374692,2026,3,18
260010175,03/07/2026 05:51:00 PM,NA,Pedestrian,Clear,Dry,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter Not at Intersection,Unknown,Travel Lane Other Location,No,Possible Minor Injury,None,38.980725,-77.09583833,2026,3,17
260010060,03/06/2026 08:00:00 PM,MARINELLI RD,Pedestrian,Clear,Dry,Medium,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.04717249,-77.11283405,2026,3,20
260009726,03/04/2026 07:00:00 PM,LONE OAK DR,Pedestrian,Rain,Wet,Dark,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,"Not Visible (Dark Clothing, No Lighting, etc.)",Intersection Marked Crosswalk,No,Possible Minor Injury,None,39.02070354,-77.12246551,2026,3,19
260009970,03/03/2026 01:30:00 PM,WISCONSIN AVE (SB/L),Pedestrian,Rain,Wet,Daylight,"Unknown, Unknown",Pedestrian,Cross/Enter at Intersection,Unknown,Intersection Marked Crosswalk,No,Possible Minor Injury,None,38.96379264,-77.08719265,2026,3,13
260009316,03/02/2026 03:03:00 PM,WISCONSIN AVE,Pedestrian,Snow,Wet,Daylight,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,Cross/Enter at Intersection,None (No Improper Action),Intersection Marked Crosswalk,No,Possible Minor Injury,None,38.98020683,-77.09200567,2026,3,15
